Time_min,Intensity
0.0,5.319328729954915
0.025025025025025027,0.0
0.05005005005005005,0.0
0.07507507507507508,0.0
0.1001001001001001,0.0
0.12512512512512514,80.27112215399386
0.15015015015015015,4.393509869437374
0.1751751751751752,13.373828424117901
0.2002002002002002,0.0
0.22522522522522523,0.0
0.2502502502502503,8.280679937130648
0.2752752752752753,0.0
0.3003003003003003,7.44426150564569
0.3253253253253253,0.0
0.3503503503503504,39.005015020520645
0.3753753753753754,0.0
0.4004004004004004,0.0
0.42542542542542544,0.0
0.45045045045045046,0.0
0.47547547547547553,20.536286702125295
0.5005005005005005,0.0
0.5255255255255256,64.3381690233186
0.5505505505505506,0.0
0.5755755755755756,17.100638873004577
0.6006006006006006,33.27585275565372
0.6256256256256256,0.0
0.6506506506506506,2.199285170422766
0.6756756756756758,71.91094216824764
0.7007007007007008,5.7982766852893874
0.7257257257257258,1.5416610566483617
0.7507507507507508,42.83732410720265
0.7757757757757758,0.0
0.8008008008008008,0.0
0.8258258258258259,64.42823250492688
0.8508508508508509,0.0
0.8758758758758759,37.32947041358687
0.9009009009009009,45.24416891015365
0.9259259259259259,0.22151194809948965
0.9509509509509511,0.0
0.9759759759759761,0.0
1.001001001001001,45.37895080246189
1.026026026026026,0.0
1.0510510510510511,20.243599307015504
1.0760760760760761,65.66565596289162
1.1011011011011012,4.5364392952419434
1.1261261261261262,0.0
1.1511511511511512,0.0
1.1761761761761762,0.0
1.2012012012012012,36.402266536439114
1.2262262262262262,0.0
1.2512512512512513,0.0
1.2762762762762763,0.0
1.3013013013013013,11.656261713385518
1.3263263263263263,30.04720964731174
1.3513513513513515,0.0
1.3763763763763766,0.0
1.4014014014014016,0.0
1.4264264264264266,0.0
1.4514514514514516,0.0
1.4764764764764766,74.62853132604772
1.5015015015015016,4.845951668890016
1.5265265265265267,0.0
1.5515515515515517,74.136829115653
1.5765765765765767,0.0
1.6016016016016017,53.29277572206094
1.6266266266266267,5.256867777374552
1.6516516516516517,0.0
1.6766766766766767,32.20613473286005
1.7017017017017018,23.64048294973595
1.7267267267267268,12.666026230929017
1.7517517517517518,0.0
1.7767767767767768,0.0
1.8018018018018018,0.0
1.8268268268268268,0.0
1.8518518518518519,0.0
1.876876876876877,53.68832836081945
1.9019019019019021,79.976155625353
1.9269269269269271,0.0
1.9519519519519521,0.0
1.9769769769769772,0.0
2.002002002002002,57.00430000160571
2.027027027027027,108.33280368966865
2.052052052052052,0.0
2.0770770770770772,0.0
2.1021021021021022,0.0
2.1271271271271273,0.0
2.1521521521521523,0.0
2.1771771771771773,0.0
2.2022022022022023,0.0
2.2272272272272273,0.0
2.2522522522522523,10.826790094067123
2.2772772772772774,0.0
2.3023023023023024,0.0
2.3273273273273274,0.0
2.3523523523523524,0.0
2.3773773773773774,11.157921100640596
2.4024024024024024,0.0
2.4274274274274275,0.0
2.4524524524524525,26.930102293620628
2.4774774774774775,77.15508931094703
2.5025025025025025,0.0
2.5275275275275275,0.0
2.5525525525525525,1.3858116284724025
2.5775775775775776,0.0
2.6026026026026026,0.0
2.6276276276276276,95.63317536612688
2.6526526526526526,0.0
2.677677677677678,14.591581483352215
2.702702702702703,0.0
2.727727727727728,0.0
2.752752752752753,0.0
2.777777777777778,0.0
2.802802802802803,86.99277446591947
2.827827827827828,0.0
2.852852852852853,0.0
2.877877877877878,0.0
2.902902902902903,0.0
2.927927927927928,0.0
2.9529529529529532,60.04233179436736
2.9779779779779783,27.43614574764236
3.0030030030030033,27.88801592616872
3.0280280280280283,0.0
3.0530530530530533,91.11389528107942
3.0780780780780783,0.0
3.1031031031031033,36.6526118703986
3.1281281281281283,8.054626001298638
3.1531531531531534,92.51487659424518
3.1781781781781784,28.606897071200564
3.2032032032032034,49.037149777463554
3.2282282282282284,2.7783896338085974
3.2532532532532534,0.0
3.2782782782782784,0.0
3.3033033033033035,0.0
3.3283283283283285,3.0200706290829027
3.3533533533533535,57.758812356747335
3.3783783783783785,3.6377474025738534
3.4034034034034035,0.0
3.4284284284284285,68.3473717266516
3.4534534534534536,41.46820431346615
3.4784784784784786,0.0
3.5035035035035036,5.588397297196236
3.5285285285285286,0.0
3.5535535535535536,0.0
3.5785785785785786,11.413996073059336
3.6036036036036037,0.0
3.6286286286286287,0.0
3.6536536536536537,39.438705169611644
3.6786786786786787,0.0
3.7037037037037037,77.2161432712797
3.7287287287287287,6.2354841169058846
3.753753753753754,2.9704194324698268
3.778778778778779,21.77263300600145
3.8038038038038042,10.796004677132068
3.8288288288288292,0.0
3.8538538538538543,50.49876142917015
3.8788788788788793,0.0
